#LINK,,,,,,,,
#file_name,keifuku_rosenkeitou,,,,,,,
#lang,ja,,,,,,,
#attribution_name,fukuishi,,,,,,,
#property,路線番号,系統番号,順序,バス停番号,バス停番号枝番,路線名,系統名,バス停名
#object_type_xsd,int,int,int,int,int,string,string,string
#property_context,assertion,assertion,assertion,assertion,assertion,assertion,assertion,assertion
3437,46,4,19,1007,2,勝山・大野線,福井勝山総合病院→ゆめおーれ→ヴィオ,大渡
3438,46,4,20,1008,2,勝山・大野線,福井勝山総合病院→ゆめおーれ→ヴィオ,下荒井
3439,46,4,21,8019,2,勝山・大野線,福井勝山総合病院→ゆめおーれ→ヴィオ,奥越運転者教育センター前
3440,46,4,22,1010,2,勝山・大野線,福井勝山総合病院→ゆめおーれ→ヴィオ,新在家
3441,46,4,23,1011,2,勝山・大野線,福井勝山総合病院→ゆめおーれ→ヴィオ,南新在家
3442,46,4,24,1012,2,勝山・大野線,福井勝山総合病院→ゆめおーれ→ヴィオ,自動車学校前
3443,46,4,25,1013,2,勝山・大野線,福井勝山総合病院→ゆめおーれ→ヴィオ,中津川
3444,46,4,26,1014,2,勝山・大野線,福井勝山総合病院→ゆめおーれ→ヴィオ,東中津川
3445,46,4,27,5628,0,勝山・大野線,福井勝山総合病院→ゆめおーれ→ヴィオ,大野警察署
3446,46,4,28,1015,2,勝山・大野線,福井勝山総合病院→ゆめおーれ→ヴィオ,東中野
3447,46,4,29,1016,2,勝山・大野線,福井勝山総合病院→ゆめおーれ→ヴィオ,中野
3448,46,4,30,1017,2,勝山・大野線,福井勝山総合病院→ゆめおーれ→ヴィオ,大野口
3449,46,4,31,224,2,勝山・大野線,福井勝山総合病院→ゆめおーれ→ヴィオ,大野三番
3450,46,4,32,225,2,勝山・大野線,福井勝山総合病院→ゆめおーれ→ヴィオ,大野銀座
3451,46,4,33,226,2,勝山・大野線,福井勝山総合病院→ゆめおーれ→ヴィオ,大野六間
3452,46,4,34,227,2,勝山・大野線,福井勝山総合病院→ゆめおーれ→ヴィオ,寺町口
3453,46,4,35,228,0,勝山・大野線,福井勝山総合病院→ゆめおーれ→ヴィオ,越前大野駅
3454,46,4,36,8176,2,勝山・大野線,福井勝山総合病院→ゆめおーれ→ヴィオ,薬袋クリニック前
3455,46,4,37,1308,2,勝山・大野線,福井勝山総合病院→ゆめおーれ→ヴィオ,糸魚町
3456,46,4,38,234,2,勝山・大野線,福井勝山総合病院→ゆめおーれ→ヴィオ,イトヨの里会館口
3457,46,4,39,1307,2,勝山・大野線,福井勝山総合病院→ゆめおーれ→ヴィオ,大野高校口
3458,46,4,40,1306,0,勝山・大野線,福井勝山総合病院→ゆめおーれ→ヴィオ,鍬掛
3459,46,4,41,232,0,勝山・大野線,福井勝山総合病院→ゆめおーれ→ヴィオ,ヴィオ
3460,46,5,1,232,0,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,ヴィオ
3461,46,5,2,1306,0,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,鍬掛
3462,46,5,3,1307,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,大野高校口
3463,46,5,4,234,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,イトヨの里会館口
3464,46,5,5,1308,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,糸魚町
3465,46,5,6,8176,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,薬袋クリニック前
3466,46,5,7,228,0,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,越前大野駅
3467,46,5,8,227,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,寺町口
3468,46,5,9,226,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,大野六間
3469,46,5,10,225,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,大野銀座
3470,46,5,11,224,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,大野三番
3471,46,5,12,1017,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,大野口
3472,46,5,13,1016,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,中野
3473,46,5,14,1015,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,東中野
3474,46,5,15,5628,0,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,大野警察署
3475,46,5,16,1014,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,東中津川
3476,46,5,17,1013,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,中津川
3477,46,5,18,1012,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,自動車学校前
3478,46,5,19,1011,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,南新在家
3479,46,5,20,1010,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,新在家
3480,46,5,21,8019,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,奥越運転者教育センター前
3481,46,5,22,1009,0,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,あっ宝んど
3482,46,5,23,1008,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,下荒井
3483,46,5,24,1007,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,大渡
3484,46,5,25,1006,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,猪野口
3485,46,5,26,1005,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,若猪野
3486,46,5,27,1004,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,北市
3487,46,5,28,1003,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,毛屋
3488,46,5,29,1002,0,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,南校前
3489,46,5,30,1001,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,立石交差点
3490,46,5,31,1000,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,ＮＴＴ勝山前
3491,46,5,32,999,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,元町
3492,46,5,33,965,2,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,サンプラザ前
3493,46,5,34,966,2,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,尊光寺前
3494,46,5,35,957,0,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,勝山駅前
3495,46,5,36,957,0,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,勝山駅前
3496,46,5,37,966,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,尊光寺前
3497,46,5,38,965,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,サンプラザ前
3498,46,5,39,8022,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,奥越特別支援学校口
3499,46,5,40,1318,1,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,昭和町三丁目
3500,46,5,41,1749,0,勝山・大野線,ヴィオ→あっ宝んど→昭和町三丁目→福井勝山総合病院,福井勝山総合病院
3501,46,6,1,1749,0,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,福井勝山総合病院
3502,46,6,2,1318,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,昭和町三丁目
3503,46,6,3,8022,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,奥越特別支援学校口
3504,46,6,4,965,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,サンプラザ前
3505,46,6,5,966,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,尊光寺前
3506,46,6,6,957,0,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,勝山駅前
3507,46,6,7,957,0,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,勝山駅前
3508,46,6,8,966,1,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,尊光寺前
3509,46,6,9,965,1,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,サンプラザ前
3510,46,6,10,999,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,元町
3511,46,6,11,1000,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,ＮＴＴ勝山前
3512,46,6,12,1001,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,立石交差点
3513,46,6,13,1002,0,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,南校前
3514,46,6,14,1003,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,毛屋
3515,46,6,15,1004,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,北市
3516,46,6,16,1005,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,若猪野
3517,46,6,17,1006,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,猪野口
3518,46,6,18,1007,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,大渡
3519,46,6,19,1008,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,下荒井
3520,46,6,20,1009,0,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,あっ宝んど
3521,46,6,21,8019,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,奥越運転者教育センター前
3522,46,6,22,1010,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,新在家
3523,46,6,23,1011,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,南新在家
3524,46,6,24,1012,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,自動車学校前
3525,46,6,25,1013,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,中津川
3526,46,6,26,1014,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,東中津川
3527,46,6,27,5628,0,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,大野警察署
3528,46,6,28,1015,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,東中野
3529,46,6,29,1016,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,中野
3530,46,6,30,1017,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,大野口
3531,46,6,31,224,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,大野三番
3532,46,6,32,225,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,大野銀座
3533,46,6,33,226,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,大野六間
3534,46,6,34,227,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,寺町口
3535,46,6,35,228,0,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,越前大野駅
3536,46,6,36,8176,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,薬袋クリニック前
3537,46,6,37,1308,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,糸魚町
3538,46,6,38,234,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,イトヨの里会館口
3539,46,6,39,1307,2,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,大野高校口
3540,46,6,40,1306,0,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,鍬掛
3541,46,6,41,232,0,勝山・大野線,福井勝山総合病院→昭和町三丁目→あっ宝んど→ヴィオ,ヴィオ
3542,51,1,1,2,1,済生会問屋団地線,福井駅→上北野→済生会病院→福井駅,福井駅
3543,51,1,2,115,2,済生会問屋団地線,福井駅→上北野→済生会病院→福井駅,城町
3544,51,1,3,151,2,済生会問屋団地線,福井駅→上北野→済生会病院→福井駅,日之出小学校前
3545,51,1,4,150,2,済生会問屋団地線,福井駅→上北野→済生会病院→福井駅,四ツ井本町
3546,51,1,5,152,2,済生会問屋団地線,福井駅→上北野→済生会病院→福井駅,パリオ前
3547,51,1,6,153,0,済生会問屋団地線,福井駅→上北野→済生会病院→福井駅,南四ツ居
3548,51,1,7,154,0,済生会問屋団地線,福井駅→上北野→済生会病院→福井駅,自動車学校入口
3549,51,1,8,155,0,済生会問屋団地線,福井駅→上北野→済生会病院→福井駅,上北野
3550,51,1,9,1313,0,済生会問屋団地線,福井駅→上北野→済生会病院→福井駅,河増団地
3551,51,1,10,2969,0,済生会問屋団地線,福井駅→上北野→済生会病院→福井駅,問屋町一丁目
3552,51,1,11,165,2,済生会問屋団地線,福井駅→上北野→済生会病院→福井駅,問屋団地西口
3553,51,1,12,166,2,済生会問屋団地線,福井駅→上北野→済生会病院→福井駅,成和公園
3554,51,1,13,2968,2,済生会問屋団地線,福井駅→上北野→済生会病院→福井駅,問屋町三丁目
3555,51,1,14,281,0,済生会問屋団地線,福井駅→上北野→済生会病院→福井駅,済生会病院
3556,51,1,15,189,1,済生会問屋団地線,福井駅→上北野→済生会病院→福井駅,和田中
3557,51,1,16,188,1,済生会問屋団地線,福井駅→上北野→済生会病院→福井駅,和田東
3558,51,1,17,187,1,済生会問屋団地線,福井駅→上北野→済生会病院→福井駅,東部プラザ前
3559,51,1,18,186,1,済生会問屋団地線,福井駅→上北野→済生会病院→福井駅,和田公民館前
3560,51,1,19,185,1,済生会問屋団地線,福井駅→上北野→済生会病院→福井駅,御幸三丁目
3561,51,1,20,175,1,済生会問屋団地線,福井駅→上北野→済生会病院→福井駅,勝見二丁目
3562,51,1,21,176,1,済生会問屋団地線,福井駅→上北野→済生会病院→福井駅,豊島東公園口
3563,51,1,22,8378,0,済生会問屋団地線,福井駅→上北野→済生会病院→福井駅,福井駅東口
3564,51,1,23,2,8,済生会問屋団地線,福井駅→上北野→済生会病院→福井駅,福井駅
3565,52,1,1,2,5,済生会問屋団地線,福井駅→済生会病院→上北野→福井駅,福井駅
3566,52,1,2,8378,0,済生会問屋団地線,福井駅→済生会病院→上北野→福井駅,福井駅東口
3567,52,1,3,176,2,済生会問屋団地線,福井駅→済生会病院→上北野→福井駅,豊島東公園口
3568,52,1,4,175,2,済生会問屋団地線,福井駅→済生会病院→上北野→福井駅,勝見二丁目
3569,52,1,5,185,2,済生会問屋団地線,福井駅→済生会病院→上北野→福井駅,御幸三丁目
3570,52,1,6,186,2,済生会問屋団地線,福井駅→済生会病院→上北野→福井駅,和田公民館前
3571,52,1,7,187,2,済生会問屋団地線,福井駅→済生会病院→上北野→福井駅,東部プラザ前
3572,52,1,8,188,2,済生会問屋団地線,福井駅→済生会病院→上北野→福井駅,和田東
3573,52,1,9,189,2,済生会問屋団地線,福井駅→済生会病院→上北野→福井駅,和田中
3574,52,1,10,281,0,済生会問屋団地線,福井駅→済生会病院→上北野→福井駅,済生会病院
3575,52,1,11,2968,1,済生会問屋団地線,福井駅→済生会病院→上北野→福井駅,問屋町三丁目
3576,52,1,12,166,1,済生会問屋団地線,福井駅→済生会病院→上北野→福井駅,成和公園
3577,52,1,13,165,1,済生会問屋団地線,福井駅→済生会病院→上北野→福井駅,問屋団地西口
3578,52,1,14,2969,0,済生会問屋団地線,福井駅→済生会病院→上北野→福井駅,問屋町一丁目
3579,52,1,15,1313,0,済生会問屋団地線,福井駅→済生会病院→上北野→福井駅,河増団地
3580,52,1,16,155,0,済生会問屋団地線,福井駅→済生会病院→上北野→福井駅,上北野
3581,52,1,17,154,0,済生会問屋団地線,福井駅→済生会病院→上北野→福井駅,自動車学校入口
3582,52,1,18,153,0,済生会問屋団地線,福井駅→済生会病院→上北野→福井駅,南四ツ居
3583,52,1,19,152,1,済生会問屋団地線,福井駅→済生会病院→上北野→福井駅,パリオ前
3584,52,1,20,150,1,済生会問屋団地線,福井駅→済生会病院→上北野→福井駅,四ツ井本町
3585,52,1,21,151,1,済生会問屋団地線,福井駅→済生会病院→上北野→福井駅,日之出小学校前
3586,52,1,22,115,1,済生会問屋団地線,福井駅→済生会病院→上北野→福井駅,城町
3587,52,1,23,2,1,済生会問屋団地線,福井駅→済生会病院→上北野→福井駅,福井駅
3588,55,1,1,2,5,大野線（花山経由）,福井駅→花山→ヴィオ,福井駅
3589,55,1,2,47,1,大野線（花山経由）,福井駅→花山→ヴィオ,駅前大通り
3590,55,1,3,177,2,大野線（花山経由）,福井駅→花山→ヴィオ,柴田神社
3591,55,1,4,176,2,大野線（花山経由）,福井駅→花山→ヴィオ,豊島東公園口
3592,55,1,5,175,2,大野線（花山経由）,福井駅→花山→ヴィオ,勝見二丁目
3593,55,1,6,185,2,大野線（花山経由）,福井駅→花山→ヴィオ,御幸三丁目
3594,55,1,7,186,2,大野線（花山経由）,福井駅→花山→ヴィオ,和田公民館前
3595,55,1,8,187,2,大野線（花山経由）,福井駅→花山→ヴィオ,東部プラザ前
3596,55,1,9,188,2,大野線（花山経由）,福井駅→花山→ヴィオ,和田東
3597,55,1,10,189,2,大野線（花山経由）,福井駅→花山→ヴィオ,和田中
3598,55,1,11,281,0,大野線（花山経由）,福井駅→花山→ヴィオ,済生会病院
3599,55,1,12,282,2,大野線（花山経由）,福井駅→花山→ヴィオ,神明
3600,55,1,13,190,2,大野線（花山経由）,福井駅→花山→ヴィオ,栂野
3601,55,1,14,191,2,大野線（花山経由）,福井駅→花山→ヴィオ,稲津
3602,55,1,15,192,2,大野線（花山経由）,福井駅→花山→ヴィオ,荒木新保口
3603,55,1,16,193,2,大野線（花山経由）,福井駅→花山→ヴィオ,成願寺口
3604,55,1,17,194,2,大野線（花山経由）,福井駅→花山→ヴィオ,天神
3605,55,1,18,195,2,大野線（花山経由）,福井駅→花山→ヴィオ,高尾口
3606,55,1,19,196,2,大野線（花山経由）,福井駅→花山→ヴィオ,前波
3607,55,1,20,197,2,大野線（花山経由）,福井駅→花山→ヴィオ,宿布
3608,55,1,21,198,2,大野線（花山経由）,福井駅→花山→ヴィオ,下新橋
3609,55,1,22,199,2,大野線（花山経由）,福井駅→花山→ヴィオ,高田橋
3610,55,1,23,200,2,大野線（花山経由）,福井駅→花山→ヴィオ,美山田尻
3611,55,1,24,201,2,大野線（花山経由）,福井駅→花山→ヴィオ,市波
3612,55,1,25,202,2,大野線（花山経由）,福井駅→花山→ヴィオ,奈良瀬
3613,55,1,26,203,0,大野線（花山経由）,福井駅→花山→ヴィオ,大久保
3614,55,1,27,204,0,大野線（花山経由）,福井駅→花山→ヴィオ,小和清水
3615,55,1,28,205,11,大野線（花山経由）,福井駅→花山→ヴィオ,上新橋
3616,55,1,29,206,2,大野線（花山経由）,福井駅→花山→ヴィオ,品ケ瀬
3617,55,1,30,8187,0,大野線（花山経由）,福井駅→花山→ヴィオ,美山駅
3618,55,1,31,208,2,大野線（花山経由）,福井駅→花山→ヴィオ,境寺
3619,55,1,32,209,2,大野線（花山経由）,福井駅→花山→ヴィオ,間戸口
3620,55,1,33,210,2,大野線（花山経由）,福井駅→花山→ヴィオ,薬師
3621,55,1,34,211,2,大野線（花山経由）,福井駅→花山→ヴィオ,上薬師
3622,55,1,35,212,2,大野線（花山経由）,福井駅→花山→ヴィオ,仁位口
3623,55,1,36,213,2,大野線（花山経由）,福井駅→花山→ヴィオ,縫原
3624,55,1,37,214,2,大野線（花山経由）,福井駅→花山→ヴィオ,大宮
3625,55,1,38,215,2,大野線（花山経由）,福井駅→花山→ヴィオ,追分口
3626,55,1,39,216,2,大野線（花山経由）,福井駅→花山→ヴィオ,野波口
3627,55,1,40,217,2,大野線（花山経由）,福井駅→花山→ヴィオ,計石
3628,55,1,41,218,2,大野線（花山経由）,福井駅→花山→ヴィオ,川上口
3629,55,1,42,219,0,大野線（花山経由）,福井駅→花山→ヴィオ,坂戸
3630,55,1,43,220,2,大野線（花山経由）,福井駅→花山→ヴィオ,花山
3631,55,1,44,221,2,大野線（花山経由）,福井駅→花山→ヴィオ,ニチコン前
3632,55,1,45,222,2,大野線（花山経由）,福井駅→花山→ヴィオ,大橋
3633,55,1,46,231,0,大野線（花山経由）,福井駅→花山→ヴィオ,京福中野車庫
3634,55,1,47,223,2,大野線（花山経由）,福井駅→花山→ヴィオ,水落
3635,55,1,48,224,2,大野線（花山経由）,福井駅→花山→ヴィオ,大野三番
3636,55,1,49,225,2,大野線（花山経由）,福井駅→花山→ヴィオ,大野銀座
3637,55,1,50,226,2,大野線（花山経由）,福井駅→花山→ヴィオ,大野六間
3638,55,1,51,227,1,大野線（花山経由）,福井駅→花山→ヴィオ,寺町口
3639,55,1,52,228,0,大野線（花山経由）,福井駅→花山→ヴィオ,越前大野駅
3640,55,1,53,8176,2,大野線（花山経由）,福井駅→花山→ヴィオ,薬袋クリニック前
3641,55,1,54,1308,2,大野線（花山経由）,福井駅→花山→ヴィオ,糸魚町
3642,55,1,55,234,2,大野線（花山経由）,福井駅→花山→ヴィオ,イトヨの里会館口
3643,55,1,56,1307,2,大野線（花山経由）,福井駅→花山→ヴィオ,大野高校口
3644,55,1,57,1306,0,大野線（花山経由）,福井駅→花山→ヴィオ,鍬掛
3645,55,1,58,232,0,大野線（花山経由）,福井駅→花山→ヴィオ,ヴィオ
3646,55,2,1,232,0,大野線（花山経由）,ヴィオ→花山→福井駅,ヴィオ
3647,55,2,2,1306,0,大野線（花山経由）,ヴィオ→花山→福井駅,鍬掛
3648,55,2,3,1307,1,大野線（花山経由）,ヴィオ→花山→福井駅,大野高校口
3649,55,2,4,234,1,大野線（花山経由）,ヴィオ→花山→福井駅,イトヨの里会館口
3650,55,2,5,1308,1,大野線（花山経由）,ヴィオ→花山→福井駅,糸魚町
3651,55,2,6,8176,1,大野線（花山経由）,ヴィオ→花山→福井駅,薬袋クリニック前
3652,55,2,7,228,0,大野線（花山経由）,ヴィオ→花山→福井駅,越前大野駅
3653,55,2,8,227,1,大野線（花山経由）,ヴィオ→花山→福井駅,寺町口
3654,55,2,9,226,1,大野線（花山経由）,ヴィオ→花山→福井駅,大野六間
3655,55,2,10,225,1,大野線（花山経由）,ヴィオ→花山→福井駅,大野銀座
3656,55,2,11,224,1,大野線（花山経由）,ヴィオ→花山→福井駅,大野三番
3657,55,2,12,223,1,大野線（花山経由）,ヴィオ→花山→福井駅,水落
3658,55,2,13,231,0,大野線（花山経由）,ヴィオ→花山→福井駅,京福中野車庫
3659,55,2,14,222,1,大野線（花山経由）,ヴィオ→花山→福井駅,大橋
3660,55,2,15,221,1,大野線（花山経由）,ヴィオ→花山→福井駅,ニチコン前
3661,55,2,16,220,1,大野線（花山経由）,ヴィオ→花山→福井駅,花山
3662,55,2,17,219,0,大野線（花山経由）,ヴィオ→花山→福井駅,坂戸
3663,55,2,18,218,1,大野線（花山経由）,ヴィオ→花山→福井駅,川上口
3664,55,2,19,217,1,大野線（花山経由）,ヴィオ→花山→福井駅,計石
3665,55,2,20,216,1,大野線（花山経由）,ヴィオ→花山→福井駅,野波口
3666,55,2,21,215,1,大野線（花山経由）,ヴィオ→花山→福井駅,追分口
3667,55,2,22,214,1,大野線（花山経由）,ヴィオ→花山→福井駅,大宮
3668,55,2,23,213,1,大野線（花山経由）,ヴィオ→花山→福井駅,縫原
3669,55,2,24,212,1,大野線（花山経由）,ヴィオ→花山→福井駅,仁位口
3670,55,2,25,211,1,大野線（花山経由）,ヴィオ→花山→福井駅,上薬師
3671,55,2,26,210,1,大野線（花山経由）,ヴィオ→花山→福井駅,薬師
3672,55,2,27,209,1,大野線（花山経由）,ヴィオ→花山→福井駅,間戸口
3673,55,2,28,208,1,大野線（花山経由）,ヴィオ→花山→福井駅,境寺
3674,55,2,29,8187,0,大野線（花山経由）,ヴィオ→花山→福井駅,美山駅
3675,55,2,30,206,1,大野線（花山経由）,ヴィオ→花山→福井駅,品ケ瀬
3676,55,2,31,205,11,大野線（花山経由）,ヴィオ→花山→福井駅,上新橋
3677,55,2,32,204,0,大野線（花山経由）,ヴィオ→花山→福井駅,小和清水
3678,55,2,33,203,0,大野線（花山経由）,ヴィオ→花山→福井駅,大久保
3679,55,2,34,202,1,大野線（花山経由）,ヴィオ→花山→福井駅,奈良瀬
3680,55,2,35,201,1,大野線（花山経由）,ヴィオ→花山→福井駅,市波
3681,55,2,36,200,1,大野線（花山経由）,ヴィオ→花山→福井駅,美山田尻
3682,55,2,37,199,1,大野線（花山経由）,ヴィオ→花山→福井駅,高田橋
3683,55,2,38,198,1,大野線（花山経由）,ヴィオ→花山→福井駅,下新橋
3684,55,2,39,197,1,大野線（花山経由）,ヴィオ→花山→福井駅,宿布
3685,55,2,40,196,1,大野線（花山経由）,ヴィオ→花山→福井駅,前波
3686,55,2,41,195,1,大野線（花山経由）,ヴィオ→花山→福井駅,高尾口
3687,55,2,42,194,1,大野線（花山経由）,ヴィオ→花山→福井駅,天神
3688,55,2,43,193,1,大野線（花山経由）,ヴィオ→花山→福井駅,成願寺口
3689,55,2,44,192,1,大野線（花山経由）,ヴィオ→花山→福井駅,荒木新保口
3690,55,2,45,191,1,大野線（花山経由）,ヴィオ→花山→福井駅,稲津
3691,55,2,46,190,1,大野線（花山経由）,ヴィオ→花山→福井駅,栂野
3692,55,2,47,282,1,大野線（花山経由）,ヴィオ→花山→福井駅,神明
3693,55,2,48,281,0,大野線（花山経由）,ヴィオ→花山→福井駅,済生会病院
3694,55,2,49,189,1,大野線（花山経由）,ヴィオ→花山→福井駅,和田中
3695,55,2,50,188,1,大野線（花山経由）,ヴィオ→花山→福井駅,和田東
3696,55,2,51,187,1,大野線（花山経由）,ヴィオ→花山→福井駅,東部プラザ前
3697,55,2,52,186,1,大野線（花山経由）,ヴィオ→花山→福井駅,和田公民館前
3698,55,2,53,185,1,大野線（花山経由）,ヴィオ→花山→福井駅,御幸三丁目
3699,55,2,54,175,1,大野線（花山経由）,ヴィオ→花山→福井駅,勝見二丁目
3700,55,2,55,176,1,大野線（花山経由）,ヴィオ→花山→福井駅,豊島東公園口
3701,55,2,56,177,1,大野線（花山経由）,ヴィオ→花山→福井駅,柴田神社
3702,55,2,57,47,1,大野線（花山経由）,ヴィオ→花山→福井駅,駅前大通り
3703,55,2,58,2,7,大野線（花山経由）,ヴィオ→花山→福井駅,福井駅
3704,57,1,1,2,1,心臓センター町屋線,福井駅→フレンドタウン→心臓センター,福井駅
3705,57,1,2,47,2,心臓センター町屋線,福井駅→フレンドタウン→心臓センター,駅前大通り
3706,57,1,3,112,2,心臓センター町屋線,福井駅→フレンドタウン→心臓センター,大名町
